Türkçe,Osmanlıca
hey'et,هيئت
hey'etşinâs,هيئت شناس
heyhât,هيهات
heykel,هيکل
heykeltıraş,هيکل تراش
heyûlâ,هيولا
heyzüm,هيزم
hezâr,هزار
hezârân,هزاران
hezârân,هزاران
hezârdestân,هزاردستان
hezârpâ,هزارپا
hezeyân,هزیان
hezîmet,هزیمت
hezl,هزل
hezlgû,هزل گو
hibâb,حباب
hibâle,حباله
hibe,هبه
hibr,حبر
hibre,خبره
hîç,هيچ
hicâ,هجا
hicâb,حجاب
hicaz,حجاز
hiciv,هجو
hîçkes,هيچکس
hicr,هجر
hicrân,هجران
hicret,هجرت
hicv,هجو
hicviyye,هجویه
hidâ',خداع
hidayet,هدایت
hiddet,حدت
hidemat,خدمات
hidiv,خدیو
hıdiv,خدیو
hidmet,خدمت
hidmetkâr,خدمتکار
hiffet,خفت
hıfz,حفظ
hıfzıssıhha,حفظ الصحه
hijdeh,هژده
hîk,خيک
hikâyât,حکایات
hikâyet,حکایت
hikem,حکم
hikmet,حکمت
hikmetşinâs,حکمت شناس
hilâf,خلاف
hilâl,خلال
hilâl,هلال
hil'at,خلعت
hîle,حيله
hîlebaz,حيله باز
hîlekâr,حيله کار
hilkat,خلقت
hilm,حلم
hılt,خلط
hilye,حليه
himâr,حمار
himaye,حمایه
hîme,هيمه
himem,همم
himmet,همت
hîn,حين
hınâ,حنا
hinduvâne,هندوانه
hınzîr,خنزیر
hırâmân,خرامان
hirâs,هراس
hired,خرد
hıred,خرد
hıredmend,خردمند
hiref,حرف
hirem,هرم
hirfet,حرفت
hırka,خرقه
hırkapûş,خرقه پوش
hirmân,حرمان
hırmân,حرمان
hırs,حرص
hırs,خرس
hırz,حرز
hîş,خویش
hisâb,حساب
hısâl,خصال
hisân,حصان
hisar,حصار
hışım,خشم
hışm,خشم
hışmgîn,خشمگين
hısn,حصن
hiss,حس
hisse,حصه
hissedar,حصه دار
hisset,خست
hisseyâb,حصه یاب
hissî,حسی
hiss-i kablelvukû,حس قبل الوقوع
hissiyât,حسيات
hissiye,حسيه
hışt,خشت
hitâb,خطاب
hitâbe,خطابه
hitabet,خطابت
hitâm,ختام
hitan,ختان
hıtat,خطط
hıtta,خطه
hıyâbân,خيابان
hıyânet,خيانت
hıyânetkâr,خيانتکار
hıyâr,خيار
hiyel,حيل
hıyre,خيره
hıyreçeşm,خيره چشم
hıyreser,خيره سر
hizâ,حذا
hizâb,خيزاب
hizâne,خزانه
hizb,حزب
hizmet,خدمت
hoca,خواجه
hod,خود
hodbehod,خودبخود
hodbin,خودبين
hodkâm,خودکام
hodrey,خودرای
hodsitâ,خودستا
hokka,حقه
hokkabaz,حقه باز
hoşab,خوشاب
hoşaf,خوشاب
hoşâmedgû,خوش آمد گو
hoşâvâz,خوش آواز
hoşbû,خوشبو
hoşgüvâr,خوش گوار
hoşnûd,خشنود
hoşrû,خوش رو
hoşsohbet,خوش صحبت
hû,هو
hub,حب
hûb,خوب
hubbü'l-vatan mine'l-îmân,حب الوطن من الایمان
hubeb,حبب
hûbî,خوبی
hûbrûy,خوبروی
hûbter,خوبتر
hubûb,حبوب
hububat,حبوبات
hubz,خبز
huccâc,حجاج
huccet,حجت
hüccet,حجت
hücec,حجج
huceste,خجسته
hüceyrat,حجيرات
hüceyre,حجيره
hücre,حجره
hücum,هجوم
hücürât,حجرات
hûd,خود
hud'a,خدعه
hudâ,خدا
hudâdâd,خداداد
hudânekerde,خدانکرده
hudârâ,خودآرا
hudâşinas,خداشناس
hudâvend,خداوند
hudâvendigâr,خداوندگار
hudâyâ,خدایا
huddâm,خدام
hüdhüd,هدهد
hudperest,خودپرست
hudûd,حدود
hudûs,حدوس
huffâş,خفاش
huffâz,حفاظ
hufre,حفره
hufte,خفته
hûk,خوک
hükemâ,حکما
hükkâm,حکام
hükm,حکم
hukne,حقنه
hukuk,حقوق
hukukşinas,حقوق شناس
hükümat,حکومات
hükümdar,حکمدار
hükümet,حکومت
hükümran,حکمران
hükümrânî,حکمرانی
hulâsa,خلاصه
hülâsa,خلاصه
hülâsatan,خلاصة
hulâsaten,خلاصة
huld,خلد
hulefa,خلفا
hulk,خلق
hulkum,حلقوم
hulûl,حلول
hulûs,خلوص
hulûskâr,خلوصکار
hum,خم
hümâ,هما
humâr,خمار
hümâyûn,همایون
humekâ,حمقا
humhâne,خم خانه
humk,حمق
hummâ,حما
humret,حمرت
hums,خمس
humûzet,حموضت
hûn,خون
hûnâlûd,خون آلود
hunbehâ,خون بها
hüner,هنر
hünermend,هنرمند
hunhâr,خونخوار
hünkâr,خنکار
hunnâk,خناق
hunrîz,خونریز
hünsâ,خنثی
hunyâger,خنياگر
hûr,حور
hür,حر
hurâfât,خرافات
hurafe,خرافه
hurafeperver,خرافه پرور
hurd,خرد
hurdebin,خرده بين
hurdegîr,خرده گير
hûri,حوری
hürmet,حرمت
hürmetkâr,حرمتکار
hürr,حر
hürriyet,حریت
hûrşîd,حورشيد
hurûc,خروج
hurûf,حروف
hurûş,خروش
hûş,هوش
hüsam,حسام
hûşe,خوشه
husemâ,خصما
huşk,خشک
huşksâlî,خشک سالی
hüsn,حسن
hüsn-i ahlak,حسن اخلاق
hüsn-i idare,حسن اداره
hüsn-i sûret,حسن صورت
hüsr,خسر
hüsran,خسران
hüsranhîz,خسران خيز
hüsrev,خسرو
huşû,خشوع
husûf,خسوف
husûl,خصول
husûmet,خصومت
huşûnet,خشونت
husûs,خصوص
husûsat,خصوصات
hususî,خصوصی
husûsiyet,خصوصيت
huşyâr,هشيار
hutût,خطوط
hüveydâ,هویدا
hüviyyet,هویت
hûy,خوی
huzme,حزمه
hüzn,حزن
hüznengîz,حزن انگيز
huzûr,حضور
hüzzam,حزام
huzzâr,حضار
iâde,اعاده
iâdeten,اعادة
iânât,اعانات
iâne,اعانه
iâşe,اعاشه
iba,ابا
ibâ',اباء
ibâd,عباد
ib'âd,ابعاد
ibâdât,عبادات
ibâdet,عبادت
ibadetgâh,عبادتگاه
ibâdethâne,عبادت خانه
ibâdullah,عبادالله
ibâhat,اباحت
ibâhî,اباحی
ibârât,عبارات
ibâre,عباره
ibâret,عبارت
ibâte,اباته
ibda,ابداع
ibdâ',ابداع
ibdâ'kâr,ابداعکار
ibham,ابهام
ibhâm,ابهام
ibhâmât,ابهامات
ibka,ابقا
ibkâ,ابقا
ibkâen,ابقاء
ibl,ابل
iblağ,ابلاغ
iblâğ,ابلاغ
iblik,ايبلق
iblis,ابليس
iblis,ابليس
iblîs,ابليس
iblîsâne,ابليسانه
ibn,ابن
ibn,ابن
ibnet,ابنة
ibra,ابرا
ibrâ',ابراء
ibram,ابرام
ibrâm,ابرام
ibrânâme,ابرانامه
ibraz,ابراز
ibrâz,ابراز
ibre,ابره
ibret,عبرت
ibretâmîz,عبرت آميز
ibretbahş,عبرت بخش
ibreten,عبرة
ibrik,ابريق
ibrîk,ابریق
ibrişim,ابریشم
ibrişim,ابرشيم
ibtâl,ابطال
ibtidâ,ابتدا
ibtidâ'î,ابتدائی
ibtidâr,ابتدار
ibtihâc,ابتهاج
ibtika,ابتكاء
ibtika',ابتقاع
ibtilâ,ابتلا
ibtinâ,ابتنا
ibtinâ'en,ابتناء
ibzâr,ابزار
îcâb,ایجاب
îcâbât,ایجابات
icabet,اجابت
icâbet,اجابت
icabet etmek,اجابت ايتمك
îcâd,ایجاد
icale,اجاله
icâleten,عجالة
îcâr,ایجار
icare,اجاره
icâre,اجاره
icarei muacele,اجارهءمعجله
icarei muecele,اجارهءمؤجله
i'câz,اعجاز
îcâz,ایجاز
icazet,اجازت
icâzet,اجازت
icâzetnâme,اجازت نامه
icbar,اجبار
icbâr,اجبار
icbar etmek,اجبار ايتمك
iclâl,اجلال
icmâ',اجماع
icmâl,اجمال
icmâlen,اجمالا
icmâlî,اجمالی
icrâ,اجرا
icrâât,اجراآت
ictiba,اجتبا
ictihâd,اجتهاد
içtihat,اجتهاد
içtima,اجتماع
ictimâ',اجتماع
ictimâât,اجتماعات
ictimâî,اجتماعی
ictimâiyyât,اجتماعيات
ictimâiyyûn,اجتماعيون
ictinab,اجتناب
ictinâb,اجتناب
ictinab etmek,اجتناب ايتمك
ictira,اجترا
ictira etmek,اجترا ايتمك
ictisâr,اجتسار
îd,عيد
i'dâdî,اعدادی
i'dâm,اعدام
idâme,ادامه
idâre,اداره
idârehâne,اداره خانه
idârî,اداری
idbâr,ادبار
iddiâ,ادعا
idhâl,ادخال
idhâlât,ادخالات
îdiyye,عيدیه
idmân,ادمان
idrâk,ادراک
idrâr,ادرار
îfâ,ایفا
ifâdât,افادات
ifâde,افاده
ifâkat,افاقت
ifâze,افاضه
iffet,عفت
ifhâm,افهام
iflâh,افلاح
iflâs,افلاس
ifnâ,افنا
ifrâğ,افراغ
ifrât,افراط
ifrâtkâr,افراطکار
ifratperestî,افراط پرستی
ifrâz,افراز
ifrâzât,افراضات
ifrît,عفریت
ifşâ,افشا
ifşâât,افشاآت
ifsâd,افساد
iftâr,افطار
iftâriyye,افطاریه
iftihâr,افتخار
iftikâr,افتقار
iftirâ,افترا
iftirâk,افتراق
iftirâs,افتراس
iftitâh,افتتاح
iftizâh,افتضاح
iğbirâr,اغبرار
iğfâl,اغفال
iğlâk,اغلاق
iğlât,اغلاط
iğmâz,اغماض
iğnâ,اغنا
iğrâk,اغراق
iğtinâm,اغتنام
iğtişâş,اغتشاش
iğtişâşât,اغتشاشات
iğvâ,اغوا
ihâle,احاله
îhâm,ایهام
ihânet,اهانت
ihâta,احاطه
ihbâr,اخبار
ihbârnâme,اخبارنامه
ihdâ,اهدا
ihdâs,احداث
ihfâ,اخفا
ihfâf,اخفاف
ihkâk,احقاق
ihlâ,اخلا
ihlâk,اهلاک
ihlâl,اخلال
ihlâs,اخلاص
ihmâl,اهمال
ihmâlkâr,اهمالکار
ihrâc,اخراج
ihrâcât,اخراجات
ihrâk,احراق
ihrâm,احرام
ihrâz,احراز
ihsâ,احصا
ihsâî,احصائی
ihsâiyyât,احصائيات
ihsâiyye,احصائيه
ihsân,احسان
ihsâs,احساس
ihtâr,اخطار
ihticâc,احتجاج
ihtidâ,اهتدا
ihtifâ,اختفا
ihtifâl,احتفال
ihtikâr,احتکار
ihtilâc,اختلاج
ihtilâf,اختلاف
ihtilâfat,اختلافات
ihtilâl,اختلال
ihtilâlat,اختلالات
ihtilâm,احتلام
ihtilâs,اختلاس
ihtilât,اختلاط
ihtimâl,احتمال
ihtimâlât,احتمالات
ihtimal ki,احتمال که
ihtimâm,اهتمام
ihtinâk,اختناق
ihtirâ,اختراع
ihtirâat,اختراعات
ihtirak,احتراق
ihtirâm,احترام
ihtirâmen,احتراما
ihtirâs,احتراص
ihtirâz,احتراز
ihtişâm,احتشام
ihtisâr,اختصار
ihtisâren,اختصارا
ihtisâs,اختصاص
ihtitâm,اختتام
ihtivâ,احتوا
ihtiyâc,احتياج
ihtiyâcât,احتياجات
ihtiyâl,احتيال
ihtiyâr,اختيار
ihtiyârî,اختياری
ihtiyât,احتياط
ihtiyâten,احتياطا
ihtiyatkâr,احتياط کار
ihtizâr,احتضار
ihtizâz,اهتزاز
ihvân,اخوان
ihyâ,احيا
ihzâr,احضار
ihzârî,احضاری
îkâ,ایقا
ikâb,عقاب
ik'âd,اقعاد
ık'âd,اقعاد
ikâl,عقال
ikâme,اقامه
ikâmet,اقامت
ikâmetgah,اقامتگاه
îkâz,ایقاظ
ikbâl,اقبال
ıkd,عقد
ikdâm,اقدام
iklîm,اقليم
ıklîm,اقليم
ikmâl,اکمال
iknâ,اقناع
ikrâh,اکراه
ikrâhen,اکراها
ikrâm,اکرام
ikrâmiyye,اکراميه
ikrâr,اقرار
ikrâz,اقراض
iksîr,اکثير
iktibâs,اقتباس
iktibâsât,اقتباسات
iktidâ,اقتدا
ıktıdâ,اقتدا
iktidâr,اقتدار
iktifâ,اکتفا
iktihâl,اکتحال
iktirâh,اقتراه
iktirân,اقتران
iktisâ,اکتسا
iktisâb,اکتساب
iktisâd,اقتصاد
iktisâdî,اقتصادی
iktisâdiyyât,اقتصادیات
iktisâdiyyûn,اقتصادیون
iktisâr,اقتصار
iktitâf,اقتطاف
iktiza,اقتضا
iktizâ,اقتضا
ilâ,الی
i'lâ,اعلا
ilâc,علاج
ilâcnâpezîr,علاج ناپذیر
ilâh,الخ
ilâh,اله
ilâhe,الهه
ilâhî,الهی
ilâhî,الهی
ilâhiyyât,الهيات
i'lâm,اعلام
i'lân,اعلان
ilânihâye,الی نهایه
ilâvât,علاوات
ilâve,علاوه
ilâveten,علاوة
ilel,علل
ilelebed,الی الابد
ilelebet,الى‌الابد
ilgâ,الغا
ilhâd,الحاد
ilhâk,الحاق
ilhâm,الهام
ilhâmât,الهامات
ilim,علم
ilkâ,القا
ilkâh,القاح
illâ,الا
illet,علت
illî,علی
illiyyet,عليت
ilm,علم
ilmî,علمی
ilmiyye,علميه
ilsâk,الصاق
iltibâs,التباس
ilticâ,التجا
ilticâgâh,التجاگاه
iltifat,التفات
iltihâb,التهاب
iltihak,التحاق
iltihâm,التهام
iltikâm,التقام
iltimâs,التماس
iltisâk,التصاق
iltiyâm,التيام
iltizâm,التزام
iltizâz,التذاذ
ilzâm,الزام
îmâ,ایما
imâd,عماد
i'mâl,اعمال
imâle,اماله
imâm,امام
îmân,ایمان
i'mâr,اعمار
imâret,عمارت
imdâd,امداد
imhâ,امحا
imkân,امکان
imlâ,املا
imlâ,املاء
imrâr,امرار
imsâk,امساک
imsâkiyye,امساکيه
imtihân,امتحان
imtinâ,امتناع
imtisâl,امتثال
imtiyâz,امتياز
imtizâc,امتزاج
în,این
inâd,عناد
in'âm,انعام
inân,عنان
inâre,اناره
inâyât,عنایات
inâyet,عنایت
inbisât,انبساط
incizâb,انجذاب
ind,عند
indî,عندی
indifâ,اندفاع
ineb,عنب
infâk,انفاق
infâz,انفاذ
infiâl,انفعال
infihâm,انفهام
infikâk,انفكاك
infikâk,انفکاک
infilâk,انفلاق
infirâd,انفراد
infisâd,انفساد
infisâl,انفصال
inhibât,انهباط
inhidâm,انهدام
inhilâl,انحلال
inhimâk,انهماک
inhinâ,انحنا
inhirâf,انحراف
inhisâf,انخساف
inhisâr,انحصار
inhitat,انحطاط
inhizâm,انهزام
in'ikâd,انعقاد
in'ikâs,انعكاس
in'ikâs,اهعکاس
in'itâf,انعطاف
in'izâl,انعزال
inkâr,انکار
inkibâz,انقباض
inkılâb,انقلاب
inkirâz,انقراض
inkişâf,انکشاف
inkisâm,انقسام
inkisâr,انکسار
inkıtâ,انقطاع
inkıyâd,انقياد
inkızâ,انقضا
inşâ,انشا
insâf,انصاف
insânî,انسانی
insaniyu'l-merkez,انسانی المرکز
insâniyyet,انسانيت
inşiâb,انشعاب
insicâm,انسجام
insidâd,انسداد
insikâb,انسقاب
inşikâk,انشقاق
inşirâh,انشراح
insiyâk,انسياق
insiyâkî,انسياقی
insücin,انس و جن
intâc,انتاج
intâk,انطاق
intânî,انتانی
intibâ,انطباع
intibâh,انتباه
intibâk,انطباق
intifâ,انطفا
intifâ',انتفاع
intihâ,انتها
intihâb,انتخاب
intihâbât,انتخابات
intihâl,انتحال
intihâr,انتحار
intihaz,انتهاز
intikâd,انتقاد
intikâl,انتقال
intikâm,انتقام
intikâmcû,انتقام جو
intikaş,انتقاش
intisâb,انتساب
intişâr,انتشار
intizâ',انتزاع
intizâm,انتظام
intizamperver,انتظام پرور
intizâr,انتظار
inzâl,انزال
inzibât,انضباط
inzimâm,انضمام
inzivâ,انزوا
inzivagâh,انزواگاه
iplik,اپلك
iprenmek,اپرنمك
ipretmek,اپرتمك
ipsid,اپسد
ipsid,اپسيد
iptida,ابتدا
iptidar,ابتدار
iptihaç,ابتهاج
iptila,ابتلا
iptisam,ابتسام
îrâd,ایراد
irâde,اراده
irâdet,ارادت
irâ'e,ارائه
îrânî,ایرانی
i'râz,اعراض
ircâ',ارجاع
ırdâ,ارضاع
irfân,عرفان
irfanperver,عرفان پرور
ırk,عرق
ırken,عرقا
ırkî,عرقی
irs,ارث
irşâd,ارشاد
irsâl,ارسال
irsen,ارثا
irsî,ارثی
irsiyyet,ارثيت
irtiâş,ارتعاش
irtibât,ارتباط
irticâ,ارتجاع
irticakâr,ارتجاعکار
irticâlen,ارتجالا
irtidâd,ارتداد
irtifâ,ارتفاع
irtihâl,ارتحال
irtikâ,ارتقا
irtikâb,ارتکاب
irtişâ,ارتشا
irtizâk,ارتزاق
ırz,عرض
irzâ,ارضا
irzâ',ارضاع
ırzâ,ارضاع
îş,عيش
işâa,اشاعه
isâbet,اصابت
is'âd,اصعاد
isâet,اسائت
îsâl,ایصال
isâle,اساله
is'âr,اسعار
iş'âr,اشعار
işârât,اشارات
işâret,اشارت
işâreten,اشارة
işbâ',اشباع
isbât,اثبات
ısdâr,اصدار
îsevî,عيسوی
îseviyyet,عيسویت
isfenc,اسفنج
ısfırâr,اصفرار
işgâl,اشغال
işhâd,اشهاد
ishâl,اسهال
ışk,عشق
ışka,عشقه
iskân,اسکان
iskat,اسقاط
iskât,اسکات
ıskât,اسقاط
işkence,اشکنجه
ıslâh,اصلاح
ıslâhât,اصلاحات
ıslâhpezîr,اصلاح پذیر
islâm,اسلام
islâmiyyet,اسلاميت
ism,اسم
ism,اثم
ism,اثم
ismet,عصمت
işmi'zâz,اشمئزاز
isnâ'aşer,اثنی عشر
isnâd,اسناد
isneyn,اثنين
isneyn,اثنين
ispat,اثبات
isrâf,اسراف
işrâk,اشراق
işrâkî,اشراقی
ısrar,اصرار
işret,عشرت
işrîn,عشرین
issare,اثاره
İstanbul,استانبول
istî'âb,استيعاب
işti'âl,اشتعال
istiâne,استعانه
istib'âd,استبعاد
iştibâh,اشتباه
ıstıbâr,اصطبار
istibdâd,استبداد
istibdâdkâr,استبدادکار
isticâbet,استجابت
isti'câl,استعجال
istid'â,استدعا
istîdâd,استعداد
istid'ânâme,استدعانامه
istidlâl,استدلال
isti'fâ,استعفا
ıstıfâ,اصطفا
istifâdebahş,استفاده بخش
ıstıfâî,اصطفائی
istifhâm,استفهام
istifrâğ,استفراغ
iştigâl,اشتغال
istigâse,استغاثه
istiğnâ,استغنا
istiğrâk,استغراق
iştihâ,اشتها
iştihâengîz,اشتها انگيز
istihâle,استحاله
iştihâr,اشتهار
istihâre,استخاره
istihâse,استحاثه
istihbâr,استخبار
istihbârât,استخبارات
istihdâf,استهداف
istihdâm,استخدام
istihfâf,استخفاف
istihfâfkâr,استخفافکار
istihkak,استحقاق
istihkâm,استحکام
istihkâr,استحقار
istihlâk,استهلاک
istihmâm,استحمام
istihrâc,استخراج
istihsâl,استحصال
istihsân,استحسان
istihyâ,استحيا
istihzâ,استهزا
istihzâr,استحضار
isti'kâf,اسعکاف
iştikâk,اشتقاق
istikâmet,استقامت
istikbâh,استقباح
istikbâl,استقبال
istikbâr,استکبار
istikfâf,استکفاف
istiklâl,استقلال
istiklâl,استقلال
istikmâl,استکمال
istikrâh,استکراه
istikrâr,استقرار
istikrâz,استقراض
istikşâf,استکشاف
istîlâ,استيلا
ıstılâh,اصطلاح
ıstılâhât,اصطلاحات
isti'lâm,استعلام
istilzâm,استلزام
istimâ',استماع
isti'mâl,استعمال
iştimâl,اشتمال
istimdâd,استمداد
istimhâl,استمهال
istimlâk,استملاک
istimnâ',استمناء
istimrâr,استمرار
ıstınâ',اصطناع
istinâd,استناد
istinâden,استنادا
istinadgâh,استنادگاه
istînâf,استيناف
istinbât,استنباط
istinkâf,استنکاف
istinşâk,استنشاق
istintâk,استنطاق
iştirâ,اشترا
ıstırab,اضطراب
istirâhat,استراحت
iştirâk,اشتراک
iştirâkiyye,اشتراکيه
istirdâd,استرداد
istirhâm,استرحام
istirhamkâr,استرحامکار
istişâre,استشاره
istişhâd,استشهاد
istiskâ,استسقا
istiskâl,استثقال
istisnâ,استثنا
istisnâ'î,استثنائی
istitâat,استطاعت
istitâr,استتار
istitrâden,استطرادا
istivâ,استوا
iştiyâk,اشتياق
istiz'âf,استضعاف
istîzâh,استيضاح
istîzân,استيذان
işve,عشوه
işvebâz,عشوه باز
işveger,عشوه گر
işvekâr,عشوه کار
isyân,عصيان
i'tâ,اعطا
itâat,اطاعت
itab,اتعاب
itâb,عتاب
i'tâk,اعتاق
itâle,اطاله
it'âm,اطعام
itbâ,اتباع
itfâ,اطفا
itfâiyye,اطفائيه
ithaf,اتحاف
ithâf,اتحاف
itham,اتهام
ithâm,اتهام
itibâr,اعتبار
itibâren,اعتبارا
itibârî,اعتباری
i'tidâl,اعتدال
itikâd,اعتقاد
itikâdât,اعتقادات
itikadiyât,اعتقادیات
i'tikâf,اعتکاف
i'tilâ,اعتلا
itilâf,ائتلاف
itilafkâr,ائتلافکار
itimâd,اعتماد
itimâden,اعتمادا
itimâdnâme,اعتمادنامه
itinâ,اعتنا
itinakâr,اعتناکار
itirâf,اعتراف
itisâf,اعتساف
itiyâd,اعتياد
i'tizâl,اعتزال
i'tizâr,اعتذار
ıtk,عتق
itkân,اتقان
ıtknâme,عتق نامه
itlaf,اتلاف
itlâf,اتلاف
ıtlak,اطلاق
itmam,اتمام
itmâm,اتمام
itmînân,اطمينان
ıtnâb,اطناب
ıtr,عطر
ıtrî,عطری
ıtriyyât,عطریات
ittiba,اتباع
ittibâ,اتباع
ittibâen,اتباعا
ittifak,اتفاق
ittifâk,اتفاق
ittifâken,اتفاقا
ittifaki,اتفاقى
ittifâkî,اتفاقی
ittihad,اتحاد
ittihâd,اتحاد
ittihâm,اتهام
ittihaz,اتخاذ
ittihâz,اتخاذ
ittikâ,اتکا
ittikâ,اتكا
ittikâl,اتكال
ittikan,اتقان
ıttılâ',اطلاع
ıttılâât,اطلاعات
ıttırâd,اطراد
ittisâ,اتساع
ittisaf,اتصاف
ittisal,اتصال
ittisâl,اتصال
ityan,اتيان
ityân,اتيان
ivaz,عوض
ivazan,عوضا
i'vicâc,اعوجاج
iyâbüzihâb,عياب و ذهاب
ıyâdet,عيادت
iyâl,عيال
ıyâl,عيال
iyân,عيان
izâbe,اذابه
iz'âc,ازعاج
izâe,اضائه
iz'âf,اضعاف
ız'âf,اضعاف
izâfe,اضافه
izâfet,اضافت
izâfeten,اضافة
izâfî,اضافی
izâfiyyet,اضافيت
îzâh,ایضاح
îzâhât,ایضاحات
îzâhen,ایضاحا
izâle,ازاله
izâm,عظام
i'zâm,اعزام
iz'ân,اذعان
izâr,ازار
izâr,عذار
i'zâz,اعزاز
izdihâm,ازدحام
ızdırap,اضطراب
izdivâc,ازدواج
izdiyâd,ازدیاد
îzed,ایزد
izhâr,اظهار
izin,اذن
izkâr,اذکار
izlâl,اذلال
ızlâl,اضلال
ızlâl,اظلال
izmihlâl,اضمحلال
izn,اذن
ızrâr,اضرار
ıztırâb,اضطراب
ıztırâbâver,اضطراب آور
ıztırâr,اضطرار
ıztırârî,اضطراری
izz,عز
izzet,عزت
jâj,ژاژ
jâjhây,ژاژخای
jâle,ژاله
jeng,ژنگ
jengâr,ژنگار
jerf,ژرف
jerfâ,ژرفا
jerfbîn,ژرف بين
jinde,ژنده
jindepûş,ژنده پوش
jiyân,ژیان
jülîde,ژوليده
kabâ,قبا
kabahat,قباحت
kabâih,قبائح
kabâil,قبائل
kabîh,قبيح
kâbil,قابل
kabîl,قبيل
kâbile,قابله
kabîle,قبيله
kâbiliyet,قابليت
kâbiliyyât,قابليات
kabir,قبر
kabl,قبل
kablelmîlad,قبل الميلاد
kablettârih,قبل التاریخ
kablettarihî,صبل التاریخی
kabr,قبر
kabristan,قبرستان
kabul,قبول
kabz,قبض
kabza,قبضه
kad,قد
kadd,قد
kadeh,قدح
kadem,قدم
kademe,قدمه
kader,قدر
kadh,قدح
kadı,قاضی
kadid,قدید
kâdilkudât,قاضی القضات
kadim,قدیم
kadîmen,قدیما
kâdir,قادر
kadîr,قدیر
kadirdân,قدردان
kadirşinâs,قدرشناس
kadr,قدر
kadrdân,قدردان
kadrşinâs,قدرشناس
kâfile,قافله
kafiyeperdâz,قافيه پرداز
kahbe,قحبه
kâhir,قاهر
kahpe,قحبه
kaht,قحط
kâid,قائد
kâide,قاعده
kâideten,قاعدة
kâil,قائل
kâim,قائم
kâime,قائمه
kâimmakam,قائم مقام
kâl,قال
kâlıb,قالب
kaliçe,قاليچه
kâmet,قامت
kamus,قاموس
kâni,قانع
kanun,قانون
kanunî,قانونی
kâri',قارء
kâria,قارئه
kâri'în,قارئين
karûre,قاروره
kâsid,قاصد
kâti',قاطع
kâtıbeten,قاطبة
katil,قتل
kâtil,قاتل
katl,قتل
kâzî,قاضی
kıbâb,قباب
kıbel,قبل
kıble,قبله
kıbtî,قبطی
kıdem,قدم
kıdve,قدوه
kırâat,قرائت
kırâathâne,قرائت خانه
kıtal,قتال
kubh,قبح
kubûr,قبور
kudemâ,قدما
kudret,قدرت
kudsî,قدسی
kudsiyân,قدسيان
kudsiyet,قدسيت
kudsiyetşiken,قدسيت شکن
kudûm,قدوم
kudûmzen,قدوم زن
kurâ,قراء
kurrâ,قراء
mahvuispat,محوواثبات
meşveret,مشورت
nev'an mâ,نوعا ما
neve,نوه
nevid,نوید
nevin,نوین
nevm,نوم
nevmîd,نوميد
nevnihal,نونهال
neyistan,نيستان
neyzâr,نيزار
neyzen,نيزن
nîk,نيک
nikbin,نيکبين
nilgun,نيلگون
nîm,نيم
nîm cahilî,نيم جاهلی
nîm muzlim,نيم مظلم
nîm resmî,نيم رسمی
nîreng,نيرنگ
niyâbet,نيابت
niyâm,نيام
niyâz,نياز
niyâzmend,نيازمند
niyyet,نيت
nîze,نيزه
nüve,نوه
nüvid,نوید
nüvîs,نويس
o,اول
ol,اول
olmak,اولمق
ölmek,اولمك
ömr,عمر
örf,عرف
örfen,عرفا
örfî,عرفی
örfiyyât,عرفيات
öşr,عشر
özr,عذر
özrhâh,عذرخواه
pâ,پا
pâbend,پابند
pâbercâ,پابرجا
pâberikâb,پابرکاب
pâbeste,پابسته
pâbirehne,پابرهنه
pâbûsî,پابوسی
pâcâme,پاجامه
pâçe,پاچه
pâdşâh,پادشاه
pâdşâhî,پادشاهی
pâdzehr,پادزهر
paha,بها
pâk,پاک
pâkbâz,پاکباز
pâkdâmen,پاک دامن
pâki,پاكى
pâkîze,پاکيزه
pâlân,پالان
pâlânduz,پالان دوز
pâmâl,پامال
pâpûş,پاپوش
pârçe,پارچه
pâre,پاره
pars,پارس
pars,پارس
pârsâ,پارسا
pârsî,پارسی
pâş,پاش
pâsban,پاسبان
pây,پای
pâyân,پایان
pâybend,پایبند
pâybûsî,پایبوسی
pâydâr,پایدار
pâye,پایه
pâyende,پاینده
pâyidar,پایدار
pâyin,پایين
pâyitaht,پایتخت
pâyîz,پایيز
pâykûb,پایکوب
pâzâr,بازار
peder,پدر
pederâne,پدرانه
pederî,پدری
pederşâhî,پدرشاهی
pehlevân,پهلوان
pehlû,پهلو
pehn,پهن
pehnâver,پهناور
pejmürde,پژمرده
pelas,پلاس
peleng,پلنگ
pelîd,پليد
penah,پناه
penahgâh,پناهگاه
penâhî,پناهی
penbe,پناهی
penc,پنج
pence,پنجه
pençe,پنجه
pencüdü,پنج و دو
pencüse,پنج و سه
pencüyek,پنج و یک
pend,پند
pendname,پندنامه
penîr,پنير
per,پر
perakende,پراکنده
perçem,پرچم
perdedar,پرده دار
perend,پرند
perende,پرنده
perest,پرست
perestâr,پرستار
perestîde,پرستيده
perestiş,پرستش
perestişgâh,پرستش
perestişkâr,پرستشکار
perestişkârâne,پرستشکارانه
perestû,پرستو
pergâl,پرگال
pergâr,پرگار
perhizkâr,پرهيزکار
perîçihre,پری چهره
perihan,پری خان
perîpeyker,پری پيکر
perîşan,پریشان
perîşanhal,پریشان حال
perîveş,پری وش
perniyân,پرنيان
pertev,پرتو
